,filename,caption,score
0,3_1534929690548387841.png,"a black vinyl record with the words,'the paradise boys'on it",0.9999337196350098
1,3_1466060138289283079.png,a sun on a blue background,0.9996335506439209
2,3_1369287194674921475.png,two birds sitting on top of a tree,0.00017537764506414533
3,3_1330890143285325824.png,a woman carrying a bunch of flowers,0.35070085525512695
4,3_1479278620615000066.png,a cell phone on a table,0.3103492259979248
5,3_1373659595336347648.png,a group of men walking down the street,0.924053966999054
6,3_1369647875236524037.png,a woman,0.3716796338558197
7,3_1546576817133322240.png,some flowers on a pink background,0.985732913017273
8,3_1523753379142545408.png,a group of people in front of a cherry tree,0.9992719292640686
9,3_1503521063921238022.png,a man sitting on a bench,0.16674542427062988
10,3_1253747899554463749.png,an american flag on a building,0.6221739649772644
11,3_1445386987104526342.png,a woman's head,0.6718689203262329
12,3_1440043420798513157.png,a sun on a blue background,0.9996335506439209
13,3_1546464390618255360.png,a music player on a cd,0.9866543412208557
14,3_1357724944050909186.png,a bunch of different colored circles,0.574643611907959
15,3_1511033111093600256.png,a man singing into a microphone,0.5115277767181396
16,3_1366403285192744966.png,a woman wearing a hat,0.617690920829773
17,3_1229805710919159808.png,a white building with a blue sky in the background,0.9798046350479126
18,3_1532450469963911168.png,a woman holding up a drawing,0.9974881410598755
19,3_1537818208673087492.png,a man and a little girl in a field,0.9710073471069336
20,3_1527290108847656967.png,a guitar,0.8832466006278992
21,3_1549726031820488704.png,two women standing next to a car,0.7550657987594604
22,3_1506731239092350976.png,a woman with blonde hair,0.3349034786224365
23,3_1362800619128561665.png,a man signing a document,0.8868826627731323
24,3_1509863263298895873.png,a group of men playing instruments,0.9553120136260986
25,3_1542840641595523072.png,a group of people posing for a photo,0.5222269296646118
26,3_1472950232426106890.png,a book on a table,0.9549171328544617
27,3_1478805178648309760.png,a woman with grey hair and glasses,0.998450517654419
28,3_1501577202898456580.png,a person holding a small fish,0.4624856114387512
29,3_1513914668875759616.png,a plant with leaves on it,0.8023121953010559
30,3_1509514446477135874.png,two women dancing together,0.7926974892616272
31,3_1376649794710614019.png,a man and woman in a kitchen,0.8688411116600037
32,3_1524841941329924117.png,a book cover with the title of the title,0.8705524802207947
33,3_1485252212112642049.png,a woman in a black and white photo,0.2532230615615845
34,3_1146798784350806016.png,the american flag on a television screen,0.04565485194325447
35,3_1428698917596708867.png,some flowers in the grass,0.6034678220748901
36,3_1553022411196379137.png,a woman sitting in a chair,0.6765367388725281
37,3_1379124245335265287.png,a young boy drawing on a table,0.602238655090332
38,3_1557733910359945218.png,an open book on a table,0.971034049987793
39,3_1519771139698044929.png,a flower bed in front of a building,0.981859028339386
40,3_1507696379661012992.png,a poster with a man on a motorcycle,0.9855586290359497
41,3_1506571820610240515.png,a group of people standing in front of a fountain,0.9850360155105591
42,3_1479603939725168640.png,a book and a picture of a picture of a book,0.9886916875839233
43,3_1554571930644127750.png,a group of people standing in a room,0.2519764006137848
44,3_1482041239901917184.png,the cover of a book with a drawing of a man's face,0.9927350282669067
45,3_1501270102351699974.png,a man in uniform,0.6655680537223816
46,3_1550843677500653569.png,a man looking through a telescope,0.9843323230743408
47,3_1493944147627151367.png,a computer with the words online office hours,0.9998123049736023
48,3_1351169061258838017.png,two people standing in front of a window,0.8036909699440002
49,3_1245037731991912449.png,a black hole in the sky,0.949753999710083
50,3_1454057941120737280.png,a man and a woman in a greenhouse,0.9978450536727905
51,3_1492861235125227524.png,a sheep standing in the grass,0.09053151309490204
52,3_1511463910884483078.png,an astronaut on the moon,0.544391930103302
53,3_1498781397837697026.png,a woman in a black and white photo,0.9375066757202148
54,3_1473345862424317971.png,a bird in the snow,0.23304258286952972
55,3_1158433753993228289.png,an empty room with white walls,0.7090899348258972
56,3_1438611158391472135.png,a man in a helmet climbing up a hill,0.8836840987205505
57,3_1422595113436516362.png,the cover of a book with a quote on it,0.6640980839729309
58,3_1507430230402600961.png,a street with people walking around it,0.01889587938785553
59,3_1298239309649240064.png,a man working on a computer,0.8133214712142944
60,3_1312405709028495360.png,a woman sitting in a chair,0.275432288646698
61,3_1283087765001908224.png,a book cover with two cats swimming in the water,0.002172973705455661
62,3_1497602586760908810.png,some leaves on a piece of paper,0.9969154596328735
63,3_1433054555063869441.png,a woman working in a kitchen,0.0022518772166222334
64,3_1458162701788753921.png,a woman in a blue dress,0.01658777892589569
65,3_1555592865841029127.png,a group of people walking in front of an airplane,0.9243462085723877
66,3_1497602586756669444.png,a tree branch with leaves on it,0.4287877380847931
67,3_1540077487794917376.png,a boat in a room,0.8552084565162659
68,3_1516782497811636234.png,a person standing in front of a screen,0.9462941288948059
69,3_1525442452664066054.png,a plant in front of a building,0.9780578017234802
70,3_1532746083020832768.png,a baseball field with the sun setting in the background,0.9368413686752319
71,3_1556303654755377152.png,a rocking chair,0.990453839302063
72,3_1392932794616074241.png,a stamp with the word eid,0.9996151924133301
73,3_1295360061271924736.png,a woman in a white dress,0.9271837472915649
74,3_1517531819331227650.png,a bunch of plastic toys,0.8421359658241272
75,3_1492898998490779651.png,a plant with white flowers,0.9785772562026978
76,3_1494054251621933064.png,a group of people walking down a street,0.1620495468378067
77,3_1519723257007677440.png,a group of people sitting in the grass,0.8332846164703369
78,3_1515842689182351363.png,a box of chocolates,0.44081833958625793
79,3_1513950138913415174.png,a group of men standing in front of a helicopter,0.9838064908981323
80,3_1458419640053477377.png,a man holding a knife and a plate of food,0.03080170415341854
81,3_1357033630166622208.png,a penguin on a rocky beach,0.9153568148612976
82,3_1432815210260307982.png,a man and woman sitting on a bench,0.06001613661646843
83,3_1253290905383194625.png,a girl petting a rhino,0.9989891648292542
84,3_1486338224503066631.png,a woman wearing a helmet,0.8559253811836243
85,3_1513622517843640321.png,a panda bear in a bucket,0.9967599511146545
86,3_1534177168456040455.png,a fish in the water,0.04126477241516113
87,3_1555559752486223872.png,a man in an astronaut suit,0.9944286346435547
88,3_1554459159176757248.png,a group of people on a boat,0.8508043885231018
89,3_1554493464955478018.png,two men in a car with a guitar,0.998524010181427
90,3_1195329373265702913.png,two people sitting on a bench,0.013655511662364006
91,3_1316725563411886081.png,two women standing next to each other women,0.06301897019147873
92,3_1419695909105983488.png,a garden with lots of plants,0.3621419668197632
93,3_1456704588745162756.png,a room with a cross in it,0.6333910226821899
94,3_1461738103245205504.png,the helix nebula,0.9944747090339661
95,3_1525574174214856711.png,a woman in a plane,0.9951303005218506
96,3_1261293662870351874.png,the night sky before and after,0.9998340606689453
97,3_1488512811676405772.png,a man in black and white,0.2009032517671585
98,3_1551900348863881219.png,a group of people sitting on the beach,0.6827365756034851
99,3_1541412613942296576.png,a man in a suit and tie,0.018314003944396973
100,3_1318216185524211712.png,an elephant with its mouth open,0.2973932921886444
101,3_1351892818869026822.png,a stamp on a white background,0.9498199820518494
102,3_1479552789051289604.png,a man in a suit and tie,0.5292328000068665
103,3_1524192320865722368.png,an airplane in a museum,0.5401313900947571
104,3_1534267898595880962.png,an airplane parked in front of a building,0.949140191078186
105,3_1454810574362136578.png,a cat,0.3323078751564026
106,3_1441381265920323587.png,a flower,0.8746453523635864
107,3_1441103482551869449.png,two people in the woods,0.6833319664001465
108,3_1504475193363689486.png,a woman sitting at a table,0.3536914587020874
109,3_1535260294401773568.png,the national space museum logo,0.9998350143432617
110,3_1438458904887939073.png,a smiling woman,0.817586362361908
111,3_1462780415270440963.png,a man and a woman,0.25241348147392273
112,3_1506638522459070465.png,a woman sitting at a table,0.16901950538158417
113,3_1522993416103239681.png,a black and white floral pattern,0.900901198387146
114,3_1531637085886631936.png,a piece of paper with writing on it,0.982892632484436
115,3_1449042885668745220.png,some flowers in a garden,0.600877046585083
116,3_1250049035760697344.png,a man standing on a stage,0.9280734658241272
117,3_1423830096255885317.png,a cutting board with a knife,0.1238289326429367
118,3_1433415702141091844.png,two people standing in front of a map,0.9985243678092957
119,3_1552445081759653889.png,a woman in a white dress,0.4105055630207062
120,3_1534626347527684099.png,an old book with a title,0.986013650894165
121,3_1533056052035461122.png,an orange button with the words angela is free,0.9999659061431885
122,3_1189922483224363009.png,a person on a screen,0.5205739140510559
123,3_1359563483579301894.png,a group of people dancing,0.1635548621416092
124,3_1390380707399221252.png,a man sitting on a bench next to a book,0.6990305781364441
125,3_1521115025280221185.png,a group of people holding newspapers,0.9978027939796448
126,3_1456660276040843264.png,"a blue and orange background with the words,'the museum of the 21st century",0.9999186992645264
127,3_1373984452678914056.png,two people standing in the woods,0.9472218155860901
128,3_1487055100728197126.png,boxes stacked on a wall,0.8328328132629395
129,3_1391757654389891075.png,some food items on a table,0.029384279623627663
130,3_1524820561024753664.png,an airplane flying in the sky,0.46741095185279846
131,3_1337449649448361984.png,a bunch of pictures on a screen,0.9867950081825256
132,3_1463525021184368644.png,an old document with writing on it,0.9683321118354797
133,3_1521218026913386500.png,books on a shelf,0.9250781536102295
134,3_1529109036221833216.png,a map of the united states,0.7556807994842529
135,3_1509590690933751811.png,a man in a blue and red shirt,0.002943724859505892
136,3_1144757578519367680.png,a sign on a book shelf,0.9932299852371216
137,3_1354504986982453248.png,a statue of a man,0.8718534111976624
138,3_1243918858953555969.png,a cat sleeping on a piece of paper,0.8966224789619446
139,3_1356231980346703872.png,a group of men sitting around a table,0.4819798469543457
140,3_1508836457695358977.png,a woman in a dress,0.49625515937805176
141,3_1422187979041394690.png,a book with a picture of a scorpion on it,0.9881929755210876
142,3_1470486436860280835.png,a purple background with the words for second question please,0.9999748468399048
143,3_1363905997840945154.png,a hippoy,0.6306930184364319
144,3_1382763243320397824.png,a building with a statue in front of it,0.30143970251083374
145,3_1308823014797127682.png,a statue in front of a building,0.9207977056503296
146,3_1554859766740123650.png,a man in a leather jacket,0.6885762810707092
147,3_1422897687867924482.png,a man standing in front of a sun,0.9997324347496033
148,3_1248659837627572230.png,a woman in a blue dress,0.712920069694519
149,3_1180121949533401088.png,an auditorium with people in it,0.846786379814148
150,3_1462586773419315200.png,an envelope with a stamp on it,0.9958255290985107
151,3_1445377554362294274.png,a group of people in a room,0.5139434933662415
152,3_1522983619144425475.png,a person in a helicopter,0.9839009642601013
153,3_1252613125574139906.png,a painting on a wall,0.6149978637695312
154,3_1520026829364551681.png,a group of people marching down a street,0.7985851764678955
155,3_1477420598456303617.png,a drawing of two rabbits,0.002136701252311468
156,3_1311652651743010816.png,a man sitting in a chair,0.17866487801074982
157,3_1425557645252046873.png,a bird on a branch,0.5692095756530762
158,3_1438887992987463683.png,a baseball player holding a bat,0.28890594840049744
159,3_1490069221186887686.png,a woman sitting in a chair,0.9328679442405701
160,3_1498297026429210624.png,a bowl with a handle,0.9516362547874451
161,3_1474017730659598336.png,the cover of the report,0.9773352146148682
162,3_1298604496797532162.png,a poster with the number one on it,0.9956071972846985
163,3_1528171289642520577.png,three women sitting next to each other women,0.9857936501502991
164,3_1316725782170030085.png,leaves with a quote on it,0.9142444729804993
165,3_1534553087330902017.png,a wooden chair with a blue seat,0.9992820620536804
166,3_1387105553441251331.png,a sun on a blue background,0.9996335506439209
167,3_1460291589365018626.png,a bird and a book on a table,0.21909275650978088
168,3_1455173379984605191.png,a child eating a cake,0.04210740327835083
169,3_1478001990747795458.png,two children building a snowman,0.7892487645149231
170,3_1478500232392544263.png,a snowy day in the city,0.10418175160884857
171,3_1517541018937167872.png,a woman with a backpack,0.7017607092857361
172,3_1514626492562657284.png,a panda holding a pink heart,0.9999135732650757
173,3_1296883686164627456.png,a coin in a wooden box,0.9346575140953064
174,3_1507696384568442881.png,an advertisement for the american airlines,0.9982717037200928
175,3_1477363749505937410.png,a vase with flowers in it,0.06974977999925613
176,3_1257329808243073024.png,a ball on a table,0.9106760025024414
177,3_1498674588389158912.png,a woman making a vase,0.9888553023338318
178,3_1450486400210530305.png,a book with an image of a woman,0.993676483631134
179,3_1306633311951888384.png,a man in a black shirt,0.03937742859125137
180,3_1536448331689369602.png,an octopus in the ocean,0.786210834980011
181,3_1379166667087941634.png,an old postage stamp,0.9846231341362
182,3_1494322168477274113.png,a woman in black and white,0.4225800335407257
183,3_1332376172559208449.png,a sail on a body of water,0.6903776526451111
184,3_1397013840865411075.png,a group of men standing in front of a building,0.9698076248168945
185,3_1452950815631622147.png,some white flowers in a garden,0.9822328090667725
186,3_1541869191426342912.png,two men in suits and ties,0.08757160604000092
187,3_1379166666970513416.png,a log cabin on a postage stamp,0.9998379945755005
188,3_1363851430587736066.png,a log cabin in the woods,0.04970318451523781
189,3_1507341584349773825.png,a woman in a white dress,0.3870944082736969
190,3_1298660696457121793.png,an advertisement for a token token,0.9999078512191772
191,3_1507353302354309131.png,a woman with glasses and a striped shirt,0.9980108141899109
192,3_1430896967924609031.png,a purple and white background with the words our shared future,0.9999712705612183
193,3_1497300562265657346.png,the cover of the book on legal law and justice,0.9854798913002014
194,3_1550497982147084288.png,a dinosaur skeleton with a green ribbon around it,0.9999582767486572
195,3_1359491601714806786.png,a young boy sitting in a chair,0.8693718314170837
196,3_1438884213160353796.png,a baseball player holding a bat,0.28890594840049744
197,3_1553712214837796865.png,a man sitting on a rock,0.458923876285553
198,3_1539959097746784256.png,a man and woman smiling,0.6636238098144531
199,3_1431029955949907970.png,a purple and white background with the words our shared future,0.9999711513519287
200,3_1508791440226271232.png,two women standing next to each other women,0.6723942756652832
201,3_1489313343684833282.png,a man in a suit and tie,0.07466178387403488
202,3_1473432063147536384.png,a large room with a lot of people,0.7553489208221436
203,3_1555297034558660608.png,a small plane flying in the sky,0.4786154627799988
204,3_1511759256713760768.png,some flowers and plants in a garden,0.9002810120582581
205,3_1259455540436008960.png,a woman holding a baby,0.9157767295837402
206,3_1417870815966728193.png,some flowers in a garden,0.8651701807975769
207,3_1516391777275633672.png,a laptop on a table,0.11139047145843506
208,3_1491496467084857352.png,a person standing on a boat,0.9136028289794922
209,3_1466504523069988864.png,a tea towel with a pattern of bugs on it,0.9983616471290588
210,3_1475104234651725829.png,a group of people standing in front of a map,0.08988426625728607
211,3_1514321857821904896.png,"a piano with the words,'peter o'and'peter o '",0.8597129583358765
212,3_1547236070168809474.png,a group of people in a field,0.6601791977882385
213,3_1376883573068824579.png,butterflies with the words'not from nature ',0.9998779296875
214,3_1360964849480708101.png,a man with a beard,0.6212823987007141
215,3_1512792553166360576.png,several different types of boxes,0.8866842985153198
216,3_1530553231692156928.png,a plane flying in the sky,0.10044386237859726
217,3_1450839381141508097.png,a bird in a tree,0.5086794495582581
218,3_1525830870384377856.png,pandas on a white background,0.9236149191856384
219,3_1497964795953299459.png,a boy in a plane with a stamp on it,0.996489942073822
220,3_1474379582862249987.png,a pot of food cooking on a stove,0.9097321033477783
221,3_1549377766650511363.png,a baseball stadium,0.4082026779651642
222,3_1417885847215616003.png,a can of tuna steak,0.9997972846031189
223,3_1537816107205140483.png,a group of people working in an office,0.8834726214408875
224,3_1479131370911842304.png,a piece of chocolate on a piece of paper,0.6364908218383789
225,3_1544773389897826311.png,several birds on a branch,0.7489480972290039
226,3_1295413583795429378.png,a patio with a table and chairs,0.7456190586090088
227,3_1517560971606196226.png,a forest with a white circle over it,0.9997288584709167
228,3_1417970029979635713.png,a monument in the middle of a city,0.5494568943977356
229,3_1442265745757335556.png,a book cover with a drawing of a woman's face,0.9969837069511414
230,3_1438549514001031173.png,a man in a wheelchair,0.7439837455749512
231,3_1479492626718076929.png,a piece of paper with a yellow piece of paper on it,0.9831646084785461
232,3_1356680086884335616.png,a sun on a blue background,0.9996335506439209
233,3_1526865493625282562.png,a circle with many colors,0.9944868683815002
234,3_1525508741050793985.png,a satellite satellite flying in the sky,0.9080581665039062
235,3_1557401330259484674.png,a nebula in the sky,0.9856820702552795
236,3_1449038557755105285.png,a man with a backpack kneeling in the desert,0.9983983635902405
237,3_1128301182198394880.png,a butterfly in a garden,0.705585241317749
238,3_1538597502911381506.png,two people in a field,0.004325345158576965
239,3_1537797312604426245.png,"a red, white and blue poster",0.9963435530662537
240,3_1421142725353635846.png,a large room filled with people,0.7640565037727356
241,3_1549812388043657218.png,a rock on the surface of mars,0.36598971486091614
242,3_1289268479259021313.png,a field full of flowers,0.9061039686203003
243,3_1458087118752862218.png,an old manuscript with a quote on it,0.9816914200782776
244,3_1354143366703939586.png,a sun on a blue background,0.9996335506439209
245,3_1527413700910534666.png,an advertisement for the french air force,0.9994307160377502
246,3_1531698295919222786.png,a document with a handwritten message,0.9875923991203308
247,3_1293219438423085057.png,a woman in a blue shirt and purple gloves,0.9997676014900208
248,3_1379841800425377793.png,a metal door handle,0.8616249561309814
249,3_1325890200111878144.png,a group of people sitting on a couch,0.01878933794796467
250,3_1468632383750615053.png,a man working on a piece of wood,0.6697752475738525
251,3_1454096897745031173.png,a person cutting a plant,0.789743959903717
252,3_1439711400536985603.png,a woman sitting at a table,0.39136946201324463
253,3_1389655087069470728.png,a pink background with black and white illustrations,0.9991975426673889
254,3_1523460744502784003.png,a plane in a museum,0.8869343996047974
255,3_1453813963687448584.png,a red house in the woods,0.9865599870681763
256,3_1409573577750454272.png,a group of children playing in a field,0.22957743704319
257,3_1352267265689968642.png,flowers in a book,0.9933785200119019
258,3_1514954921375768579.png,a room filled with statues,0.9928511381149292
259,3_1470604560016285702.png,a green mailbox,0.9745555520057678
260,3_1493726391572959235.png,a group of people sitting around a table,0.19626478850841522
261,3_1364213734252580868.png,a building with a clock tower,0.08170347660779953
262,3_1493961663548215302.png,a kitchen with the words art talk with music for elephants,0.9997825026512146
263,3_1308083014040195073.png,a building that is in the middle of a street,0.6618329286575317
264,3_1253489399515484170.png,a mountain with rocks and trees,0.8112436532974243
265,3_1557102006078160898.png,an advertisement for a radio,0.9862241744995117
266,3_1508429063433736196.png,an african woman with the words we speak,0.9997022747993469
267,3_1159822813605351430.png,a heart shaped sculpture in a park,0.982646107673645
268,3_1521129836449869824.png,strawberries on a plant,0.9909055233001709
269,3_1500898751656955909.png,a handwritten note,0.9416372179985046
270,3_1359964709680787462.png,a palm tree with the text updates to bibliography pages,0.9999773502349854
271,3_1414585300492423171.png,a ball with the word pain written on it,0.958935022354126
272,3_1378036117602246656.png,a woman in a red coat,0.09300172328948975
273,3_1542846208020029440.png,a group of people,0.17443431913852692
274,3_1546839299458465792.png,a man sitting in a plane,0.7036332488059998
275,3_1498682748470534149.png,an old book with gold lettering,0.9973164200782776
276,3_1336658145851150337.png,a man with no shirt,0.27560731768608093
277,3_1534597247576420352.png,a bird sitting on top of a rock,0.014189024455845356
278,3_1433781843128733706.png,a woman standing in a kitchen,0.7078292965888977
279,3_1554549953254621193.png,a woman standing next to a sign,0.9824727773666382
280,3_1252631985803137025.png,the ocean with rocks and water,0.6837545037269592
281,3_1538152059286978560.png,a display in a museum,0.9393821358680725
282,3_1364290226466811905.png,a sun on a blue background,0.9996335506439209
283,3_1531349843276349441.png,a man sitting with a dog,0.6956384181976318
284,3_1522290066139217921.png,a woman in a white shirt,0.7399542331695557
285,3_1470898913351720964.png,a wallpaper with birds and flowers,0.99934321641922
286,3_1311331536671838216.png,a man in a suit holding a gun,0.32746070623397827
287,3_1538353405739077633.png,a baseball game with the words baseball mom,0.6817699670791626
288,3_1384518920871112707.png,a gorilla in the jungle,0.9806953072547913
289,3_1455957103248556035.png,a man sitting at a table,0.40619194507598877
290,3_1422203153555001345.png,people walking in front of a building with the words hurricaness are you prepared?,0.9999719858169556
291,3_1476611166017396741.png,a man and a woman,0.32891878485679626
292,3_1479472112318431237.png,a woman in a garden,0.8558196425437927
293,3_1504616074335203330.png,a woman with long hair,0.35172298550605774
294,3_1527282117465497601.png,a woman in a dentist's office,0.9416606426239014
295,3_1450446979071414284.png,a woman smiling with the text from global change to local action,0.9999723434448242
296,3_1538860564792987648.png,an ant ant ant ant ant ant ant ant ant ant ant ant ant ant ant,0.20607037842273712
297,3_1454142120026062856.png,a green nebula,0.9994012117385864
298,3_1549371886194331648.png,a baseball player with a bat,0.11076829582452774
299,3_1497572228619284484.png,a group of people holding signs,0.9685440063476562
300,3_1395833254045884418.png,a bride and groom laying on the ground,0.9955446124076843
301,3_1501922429148418049.png,a group of people standing in front of a building,0.13447830080986023
302,3_1457694529298083842.png,a christmas tree with lights,0.30068379640579224
303,3_1513581351005532169.png,two boxes on a table,0.9660865664482117
304,3_1530923417108680704.png,a man with a butterfly on his head,0.8874361515045166
305,3_1502027124554698770.png,a woman in a dress,0.7722169756889343
306,3_1530988094475878406.png,a small plane in a hangar,0.9274902939796448
307,3_1439319694620733442.png,a baby mouse,0.7197108268737793
308,3_1435270647165378561.png,a poster with the words'the new centre of london underground ',0.9999237060546875
309,3_1321180353160237059.png,a sun on a blue background,0.9996335506439209
310,3_1384189003163836416.png,a wallpaper with a space theme,0.990662157535553
311,3_1542256459890704387.png,a man singing into a microphone,0.695151686668396
312,3_1498761570746343428.png,a col of people,0.8894970417022705
313,3_1553520172933292032.png,a postcard with a picture of a woman,0.32429686188697815
314,3_1462106480333582338.png,a building with a tree on top,0.8378740549087524
315,3_1393566950110998530.png,an old building on the water,0.7188950181007385
316,3_1557443265653137408.png,a man in a blue coat,0.8715928792953491
317,3_1558106302165012481.png,a woman in a black dress,0.03956195339560509
318,3_1400437486313250816.png,two butterflies on a branch,0.8784798979759216
319,3_1418933551723163648.png,a sunflower in a garden,0.9456008672714233
320,3_1552748125558906881.png,a woman holding a baby,0.00029140172409825027
321,3_1554459577835470855.png,a set of different items,0.3842053711414337
322,3_1504800098206769163.png,some purple flowers on a white background,0.9889029860496521
323,3_1420784832163024897.png,a bunch of sticky notes on a door,0.998267412185669
324,3_1391757575343980548.png,a man in a suit and tie,0.004602077882736921
325,3_1258042843307757568.png,a woman in the cockpit of a plane,0.9945592284202576
326,3_1529957805976870935.png,three men standing in front of a rocket,0.9996786117553711
327,3_1298326161970388992.png,a phone with the words celebrate women's history on it,0.9999470710754395
328,3_1395820254182342656.png,a group of people sitting around a table,0.5403926372528076
329,3_1522950129757601794.png,a rocket taking off into the sky,0.9648023247718811
330,3_1438605959656509445.png,the inside of a building,0.4986310303211212
331,3_1468581272394031105.png,a pair of sun ornaments,0.99978107213974
332,3_1382787072856109057.png,a woman with long hair,0.0432574488222599
333,3_1552709483243134984.png,a man on a boat in the water,0.4853157699108124
334,3_1497311965936553987.png,a piece of paper with flowers on it,0.1784016340970993
